Mod:Item:MetaData, Localized Name
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ruridit
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ruby
chiselsandbits:block_bit:0, Chiseled Bit - Block of Salt
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sapphire
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sodalite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Coke
chiselsandbits:block_bit:0, Chiseled Bit - Block of Soldering Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Block of Spessartine
chiselsandbits:block_bit:0, Chiseled Bit - Block of Stainless Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tin Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Block of Topaz
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ultimet
chiselsandbits:block_bit:0, Chiseled Bit - Block of Uvarovite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Vanadium-Gallium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Wrought Iron
chiselsandbits:block_bit:0, Chiseled Bit - Block of Yttrium Barium Cuprate
chiselsandbits:block_bit:0, Chiseled Bit - Block of Quartzite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Osmiridium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Gallium Arsenide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Indium Gallium Phosphide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Nickel Zinc Ferrite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Realgar
chiselsandbits:block_bit:0, Chiseled Bit - Block of Malachite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Magnetic Iron
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tungstencarbide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Enderpearl
chiselsandbits:block_bit:0, Chiseled Bit - Block of Magnetic Neodymium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Magnetic Samarium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Manganese Phosphide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Magnesium Diboride
chiselsandbits:block_bit:0, Chiseled Bit - Block of Mercury Barium Calcium Cuprate
chiselsandbits:block_bit:0, Chiseled Bit - Block of Uranium Triplatinum
chiselsandbits:block_bit:0, Chiseled Bit - Block of Samarium Iron Arsenic Oxide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Indium Tin Barium Titanium Cuprate
chiselsandbits:block_bit:0, Chiseled Bit - Block of Uranium Rhodium Dinaquadide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Enriched Naquadah Trinium Europium Duranide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Ruthenium Trinium Americium Neutronate
chiselsandbits:block_bit:0, Chiseled Bit - Block of RTM Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Block of Silicone Rubber
chiselsandbits:block_bit:0, Chiseled Bit - Block of Styrene-Butadiene Rubber
chiselsandbits:block_bit:0, Chiseled Bit - Block of Fiber-Reinforced Epoxy Resin
chiselsandbits:block_bit:0, Chiseled Bit - Block of Polyvinyl Chloride (PVC)
chiselsandbits:block_bit:0, Chiseled Bit - Block of Polyphenylene Sulfide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Polybenzimidazole (PBI)
chiselsandbits:block_bit:0, Chiseled Bit - Block of Polyethylene (PE)
chiselsandbits:block_bit:0, Chiseled Bit - Block of Epoxy Resin
chiselsandbits:block_bit:0, Chiseled Bit - Block of Polycaprolactam
chiselsandbits:block_bit:0, Chiseled Bit - Block of Polytetrafluoroethylene (PTFE)
chiselsandbits:block_bit:0, Chiseled Bit - Block of Sugar
chiselsandbits:block_bit:0, Chiseled Bit - Block of Rubber
chiselsandbits:block_bit:0, Chiseled Bit - Block of Polyvinyl Butyral
chiselsandbits:block_bit:0, Chiseled Bit - Block of Nether Star
chiselsandbits:block_bit:0, Chiseled Bit - Block of Olivine
chiselsandbits:block_bit:0, Chiseled Bit - Block of Opal
chiselsandbits:block_bit:0, Chiseled Bit - Block of Amethyst
chiselsandbits:block_bit:0, Chiseled Bit - Block of Apatite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Black Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Damascus Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tungstensteel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Cobalt Brass
chiselsandbits:block_bit:0, Chiseled Bit - Block of Red Garnet
chiselsandbits:block_bit:0, Chiseled Bit - Block of Yellow Garnet
chiselsandbits:block_bit:0, Chiseled Bit - Block of Monazite
chiselsandbits:block_bit:0, Chiseled Bit - Block of Magnetic Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Vanadiumsteel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Potin
chiselsandbits:block_bit:0, Chiseled Bit - Block of Borosilicate Glass
chiselsandbits:block_bit:0, Chiseled Bit - Block of Naquadah Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Block of Flint
chiselsandbits:block_bit:0, Chiseled Bit - Block of Rhodium Plated Palladium
chiselsandbits:block_bit:0, Chiseled Bit - Block of Endereye
chiselsandbits:block_bit:0, Chiseled Bit - Block of Red Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Blue Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of HSS-G
chiselsandbits:block_bit:0, Chiseled Bit - Block of Red Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Block of HSS-E
chiselsandbits:block_bit:0, Chiseled Bit - Block of HSS-S
chiselsandbits:block_bit:0, Chiseled Bit - Block of Blue Alloy
chiselsandbits:block_bit:0, Chiseled Bit - Block of Stellite-100
chiselsandbits:block_bit:0, Chiseled Bit - Block of Watertight Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Maraging Steel 300
chiselsandbits:block_bit:0, Chiseled Bit - Block of Hastelloy-C276
chiselsandbits:block_bit:0, Chiseled Bit - Block of Hastelloy-X
chiselsandbits:block_bit:0, Chiseled Bit - Block of Trinaquadalloy
chiselsandbits:block_bit:0, Chiseled Bit - Block of Zeron-100
chiselsandbits:block_bit:0, Chiseled Bit - Block of Titanium Carbide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Tantalum Carbide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Molybdenum Disilicide
chiselsandbits:block_bit:0, Chiseled Bit - Block of HSLA Steel
chiselsandbits:block_bit:0, Chiseled Bit - Block of Titanium Tungsten Carbide
chiselsandbits:block_bit:0, Chiseled Bit - Block of Incoloy-MA956
chiselsandbits:block_bit:0, Chiseled Bit - Aluminium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Aluminium Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Aluminium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Beryllium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Beryllium Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Beryllium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Cobalt Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Cobalt Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Cobalt Ore
chiselsandbits:block_bit:0, Chiseled Bit - Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Copper Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Gold Ore
chiselsandbits:block_bit:0, Chiseled Bit - Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Lead Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lithium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Lithium Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Lithium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Molybdenum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Molybdenum Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Molybdenum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Neodymium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Neodymium Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Neodymium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Nickel Ore
chiselsandbits:block_bit:0, Chiseled Bit - Palladium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Palladium Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Palladium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Platinum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Platinum Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Platinum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Plutonium 239 Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Plutonium 239 Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Plutonium 239 Ore
chiselsandbits:block_bit:0, Chiseled Bit - Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Silver Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sulfur Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Sulfur Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Sulfur Ore
chiselsandbits:block_bit:0, Chiseled Bit - Thorium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Thorium Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Thorium Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Tin Ore
chiselsandbits:block_bit:0, Chiseled Bit - Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Naquadah Ore
chiselsandbits:block_bit:0, Chiseled Bit - Certus Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Certus Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Certus Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Almandine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Almandine Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Almandine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Asbestos Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Asbestos Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Asbestos Ore
chiselsandbits:block_bit:0, Chiseled Bit - Banded Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Banded Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Banded Iron Ore
chiselsandbits:block_bit:0, Chiseled Bit - Blue Topaz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Blue Topaz Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Blue Topaz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Brown Limonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Brown Limonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Brown Limonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Calcite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Calcite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Calcite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Cassiterite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Cassiterite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Cassiterite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Cassiterite Sand Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Cassiterite Sand Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Cassiterite Sand Ore
chiselsandbits:block_bit:0, Chiseled Bit - Chalcopyrite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Chalcopyrite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Chalcopyrite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Chromite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Cinnabar Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Cinnabar Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Cinnabar Ore
chiselsandbits:block_bit:0, Chiseled Bit - Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Coal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Cobaltite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Cobaltite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Cobaltite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Sheldonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Diamond Ore
chiselsandbits:block_bit:0, Chiseled Bit - Emerald Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Emerald Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Emerald Ore
chiselsandbits:block_bit:0, Chiseled Bit - Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Galena Ore
chiselsandbits:block_bit:0, Chiseled Bit - Garnierite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Garnierite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Garnierite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Green Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Grossular Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Grossular Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Grossular Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Ilmenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Bauxite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Bauxite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Bauxite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Lazurite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Magnesite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Magnesite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Magnesite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Molybdenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Molybdenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Molybdenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Powellite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Powellite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Powellite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Pyrite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Pyrite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Pyrite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Pyrolusite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Pyrolusite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Pyrolusite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Pyrope Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Pyrope Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Pyrope Ore
chiselsandbits:block_bit:0, Chiseled Bit - Rock Salt Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Rock Salt Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Rock Salt Ore
chiselsandbits:block_bit:0, Chiseled Bit - Ruby Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Ruby Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Ruby Ore
chiselsandbits:block_bit:0, Chiseled Bit - Salt Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Salt Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Salt Ore
chiselsandbits:block_bit:0, Chiseled Bit - Saltpeter Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Saltpeter Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Saltpeter Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Sapphire Ore
chiselsandbits:block_bit:0, Chiseled Bit - Scheelite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Scheelite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Scheelite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sodalite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Sodalite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Sodalite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tantalite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Tantalite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Tantalite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Spessartine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Spessartine Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Spessartine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Sphalerite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Sphalerite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Sphalerite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Stibnite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Stibnite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Stibnite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tetrahedrite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Tetrahedrite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Tetrahedrite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Topaz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Topaz Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Topaz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tungstate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Tungstate Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Tungstate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Uraninite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Uraninite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Uraninite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Wulfenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Wulfenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Wulfenite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Limonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Yellow Limonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Yellow Limonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Nether Quartz Ore
chiselsandbits:block_bit:0, Chiseled Bit - Quartzite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Quartzite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Quartzite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Graphite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Graphite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Graphite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Bornite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Bornite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Bornite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Chalcocite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Chalcocite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Chalcocite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Realgar Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Realgar Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Realgar Ore
chiselsandbits:block_bit:0, Chiseled Bit - Bastnasite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Bastnasite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Bastnasite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Pentlandite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Pentlandite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Pentlandite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Spodumene Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Spodumene Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Spodumene Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lepidolite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Lepidolite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Lepidolite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Glauconite Sand Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Glauconite Sand Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Glauconite Sand Ore
chiselsandbits:block_bit:0, Chiseled Bit - Malachite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Malachite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Malachite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Mica Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Mica Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Mica Ore
chiselsandbits:block_bit:0, Chiseled Bit - Barite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Barite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Barite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Alunite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Alunite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Alunite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Talc Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Talc Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Talc Ore
chiselsandbits:block_bit:0, Chiseled Bit - Soapstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Soapstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Soapstone Ore
chiselsandbits:block_bit:0, Chiseled Bit - Kyanite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Kyanite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Kyanite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Pyrochlore Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Pyrochlore Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Pyrochlore Ore
chiselsandbits:block_bit:0, Chiseled Bit - Oilsands Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Oilsands Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Oilsands Ore
chiselsandbits:block_bit:0, Chiseled Bit - Olivine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Olivine Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Olivine Ore
chiselsandbits:block_bit:0, Chiseled Bit - Opal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Opal Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Opal Ore
chiselsandbits:block_bit:0, Chiseled Bit - Amethyst Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Amethyst Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Amethyst Ore
chiselsandbits:block_bit:0, Chiseled Bit - Lapis Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Lapis Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Lapis Ore
chiselsandbits:block_bit:0, Chiseled Bit - Apatite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Apatite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Apatite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Tricalcium Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Tricalcium Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Tricalcium Phosphate Ore
chiselsandbits:block_bit:0, Chiseled Bit - Red Garnet Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Red Garnet Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Red Garnet Ore
chiselsandbits:block_bit:0, Chiseled Bit - Yellow Garnet Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Yellow Garnet Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Yellow Garnet Ore
chiselsandbits:block_bit:0, Chiseled Bit - Vanadium Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Vanadium Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Vanadium Magnetite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Pollucite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Pollucite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Pollucite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Bentonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Bentonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Bentonite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Fullers Earth Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Fullers Earth Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Fullers Earth Ore
chiselsandbits:block_bit:0, Chiseled Bit - Pitchblende Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Pitchblende Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Pitchblende Ore
chiselsandbits:block_bit:0, Chiseled Bit - Monazite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Monazite Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Monazite Ore
chiselsandbits:block_bit:0, Chiseled Bit - Trona Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Trona Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Trona Ore
chiselsandbits:block_bit:0, Chiseled Bit - Gypsum Ore
chiselsandbits:block_bit:0, Chiseled Bit - Nether Gypsum Ore
chiselsandbits:block_bit:0, Chiseled Bit - End Gypsum Ore
